# Time(s) i_C(A) V_C(V) V_R5(V) V_L1(V) Vg1(V) Vg2(V)
0.08914000 -0.33284001 147.39737392 -3.32840008 -13.41491449 134.45603746 44.81867915
0.08915000 -0.33493248 147.06348727 -3.34932484 -13.58672879 134.09453713 44.69817904
0.08916000 -0.33702020 146.72751054 -3.37020199 -13.75834999 133.73113103 44.57704368
0.08917000 -0.33910312 146.38944847 -3.39103124 -13.92977565 133.36582431 44.45527477
0.08918000 -0.34118123 146.04930589 -3.41181230 -14.10100334 132.99862216 44.33287405
0.08919000 -0.34325449 145.70708763 -3.43254487 -14.27203062 132.62952981 44.20984327
0.08920000 -0.34532287 145.36279855 -3.45322866 -14.44285506 132.25855250 44.08618417
0.08921000 -0.34738634 145.01644354 -3.47386336 -14.61347424 131.88569551 43.96189850
0.08922000 -0.34944487 144.66802752 -3.49444870 -14.78388573 131.51096413 43.83698804
0.08923000 -0.35149844 144.31755545 -3.51498437 -14.95408711 131.13436368 43.71145456
0.08924000 -0.35354701 143.96503231 -3.53547009 -15.12407596 130.75589953 43.58529984
0.08925000 -0.35559056 143.61046311 -3.55590556 -15.29384986 130.37557704 43.45852568
0.08926000 -0.35762905 143.25385288 -3.57629049 -15.46340640 129.99340163 43.33113388
0.08927000 -0.35966246 142.89520670 -3.59662460 -15.63274317 129.60937873 43.20312624
0.08928000 -0.36169076 142.53452967 -3.61690759 -15.80185777 129.22351379 43.07450460
0.08929000 -0.36371392 142.17182690 -3.63713917 -15.97074778 128.83581229 42.94527076
0.08930000 -0.36573191 141.80710356 -3.65731907 -16.13941082 128.44627976 42.81542659
0.08931000 -0.36774470 141.44036482 -3.67744698 -16.30784448 128.05492172 42.68497391
0.08932000 -0.36975226 141.07161590 -3.69752263 -16.47604637 127.66174373 42.55391458
0.08933000 -0.37175457 140.70086204 -3.71754573 -16.64401410 127.26675139 42.42225046
0.08934000 -0.37375160 140.32810852 -3.73751600 -16.81174528 126.86995031 42.28998344
0.08935000 -0.37574331 139.95336062 -3.75743315 -16.97923753 126.47134612 42.15711537
0.08936000 -0.37772969 139.57662367 -3.77729689 -17.14648847 126.07094450 42.02364817
0.08937000 -0.37971070 139.19790303 -3.79710696 -17.31349571 125.66875113 41.88958371
0.08938000 -0.38168631 138.81720408 -3.81686305 -17.48025690 125.26477173 41.75492391
0.08939000 -0.38365649 138.43453222 -3.83656490 -17.64676965 124.85901204 41.61967068
0.08940000 -0.38562122 138.04989291 -3.85621223 -17.81303160 124.45147782 41.48382594
0.08941000 -0.38758047 137.66329161 -3.87580475 -17.97904038 124.04217488 41.34739163
0.08942000 -0.38953422 137.27473380 -3.89534218 -18.14479365 123.63110902 41.21036967
0.08943000 -0.39148243 136.88422501 -3.91482426 -18.31028904 123.21828609 41.07276203
0.08944000 -0.39342507 136.49177080 -3.93425069 -18.47552420 122.80371195 40.93457065
0.08945000 -0.39536212 136.09737674 -3.95362122 -18.64049678 122.38739250 40.79579750
0.08946000 -0.39729355 135.70104843 -3.97293555 -18.80520444 121.96933366 40.65644455
0.08947000 -0.39921934 135.30279151 -3.99219342 -18.96964483 121.54954136 40.51651379
0.08948000 -0.40113945 134.90261164 -4.01139455 -19.13381562 121.12802157 40.37600719
0.08949000 -0.40305387 134.50051450 -4.03053866 -19.29771448 120.70478029 40.23492676
0.08950000 -0.40496255 134.09650582 -4.04962550 -19.46133908 120.27982352 40.09327451
0.08951000 -0.40686548 133.69059132 -4.06865478 -19.62468709 119.85315732 39.95105244
0.08952000 -0.40876262 133.28277679 -4.08762624 -19.78775618 119.42478773 39.80826258
0.08953000 -0.41065396 132.87306801 -4.10653960 -19.95054405 118.99472085 39.66490695
0.08954000 -0.41253946 132.46147081 -4.12539460 -20.11304838 118.56296280 39.52098760
0.08955000 -0.41441910 132.04799104 -4.14419097 -20.27526686 118.12951970 39.37650657
0.08956000 -0.41629284 131.63263458 -4.16292844 -20.43719718 117.69439772 39.23146591
0.08957000 -0.41816068 131.21540733 -4.18160675 -20.59883704 117.25760304 39.08586768
0.08958000 -0.42002256 130.79631521 -4.20022563 -20.76018415 116.81914187 38.93971396
0.08959000 -0.42187848 130.37536419 -4.21878481 -20.92123621 116.37902045 38.79300682
0.08960000 -0.42372840 129.95256025 -4.23728403 -21.08199093 115.93724502 38.64574834
0.08961000 -0.42557230 129.52790939 -4.25572304 -21.24244603 115.49382186 38.49794062
0.08962000 -0.42741016 129.10141766 -4.27410156 -21.40259923 115.04875728 38.34958576
0.08963000 -0.42924193 128.67309111 -4.29241933 -21.56244825 114.60205761 38.20068587
0.08964000 -0.43106761 128.24293582 -4.31067610 -21.72199082 114.15372919 38.05124306
0.08965000 -0.43288716 127.81095793 -4.32887161 -21.88122468 113.70377838 37.90125946
0.08966000 -0.43470056 127.37716355 -4.34700559 -22.04014755 113.25221160 37.75073720
0.08967000 -0.43650778 126.94155887 -4.36507779 -22.19875718 112.79903525 37.59967842
0.08968000 -0.43830880 126.50415006 -4.38308796 -22.35705132 112.34425578 37.44808526
0.08969000 -0.44010358 126.06494335 -4.40103583 -22.51502772 111.88787965 37.29595988
0.08970000 -0.44189212 125.62394498 -4.41892116 -22.67268412 111.42991334 37.14330445
0.08971000 -0.44367437 125.18116121 -4.43674368 -22.83001830 110.97036337 36.99012112
0.08972000 -0.44545031 124.73659835 -4.45450314 -22.98702802 110.50923626 36.83641209
0.08973000 -0.44721993 124.29026270 -4.47219930 -23.14371103 110.04653857 36.68217952
0.08974000 -0.44898319 123.84216061 -4.48983189 -23.30006513 109.58227688 36.52742563
0.08975000 -0.45074007 123.39229845 -4.50740068 -23.45608808 109.11645778 36.37215259
0.08976000 -0.45249054 122.94068261 -4.52490541 -23.61177766 108.64908789 36.21636263
0.08977000 -0.45423458 122.48731951 -4.54234582 -23.76713167 108.18017386 36.06005795
0.08978000 -0.45597217 122.03221559 -4.55972168 -23.92214790 107.70972235 35.90324078
0.08979000 -0.45770327 121.57537733 -4.57703274 -24.07682414 107.23774005 35.74591335
0.08980000 -0.45942787 121.11681121 -4.59427875 -24.23115819 106.76423366 35.58807789
0.08981000 -0.46114595 120.65652376 -4.61145946 -24.38514787 106.28920991 35.42973664
0.08982000 -0.46285746 120.19452151 -4.62857463 -24.53879098 105.81267556 35.27089185
0.08983000 -0.46456240 119.73081102 -4.64562402 -24.69208534 105.33463738 35.11154579
0.08984000 -0.46626074 119.26539890 -4.66260739 -24.84502876 104.85510216 34.95170072
0.08985000 -0.46795245 118.79829176 -4.67952449 -24.99761909 104.37407672 34.79135891
0.08986000 -0.46963751 118.32949622 -4.69637508 -25.14985415 103.89156788 34.63052263
0.08987000 -0.47131589 117.85901896 -4.71315893 -25.30173177 103.40758253 34.46919418
0.08988000 -0.47298758 117.38686667 -4.72987579 -25.45324979 102.92212751 34.30737584
0.08989000 -0.47465254 116.91304605 -4.74652544 -25.60440607 102.43520975 34.14506992
0.08990000 -0.47631076 116.43756383 -4.76310762 -25.75519846 101.94683616 33.98227872
0.08991000 -0.47796221 115.96042678 -4.77962211 -25.90562480 101.45701368 33.81900456
0.08992000 -0.47960687 115.48164167 -4.79606867 -26.05568297 100.96574927 33.65524976
0.08993000 -0.48124471 115.00121532 -4.81244706 -26.20537083 100.47304991 33.49101664
0.08994000 -0.48287571 114.51915454 -4.82875706 -26.35468626 99.97892260 33.32630753
0.08995000 -0.48449984 114.03546619 -4.84499844 -26.50362712 99.48337438 33.16112479
0.08996000 -0.48611710 113.55015715 -4.86117095 -26.65219131 98.98641227 32.99547076
0.08997000 -0.48772744 113.06323431 -4.87727438 -26.80037672 98.48804336 32.82934779
0.08998000 -0.48933085 112.57470458 -4.89330849 -26.94818123 97.98827470 32.66275823
0.08999000 -0.49092731 112.08457493 -4.90927306 -27.09560275 97.48711342 32.49570447
0.09000000 -0.49251679 111.59285230 -4.92516785 -27.24263917 96.98456663 32.32818888
0.09001000 -0.49409926 111.09954369 -4.94099265 -27.38928843 96.48064147 32.16021382
0.09002000 -0.49567472 110.60465611 -4.95674722 -27.53554842 95.97534511 31.99178170
0.09003000 -0.49724314 110.10819659 -4.97243135 -27.68141706 95.46868473 31.82289491
0.09004000 -0.49880448 109.61017219 -4.98804481 -27.82689230 94.96066753 31.65355584
0.09005000 -0.50035874 109.11058999 -5.00358738 -27.97197205 94.45130072 31.48376691
0.09006000 -0.50190588 108.60945709 -5.01905883 -28.11665426 93.94059156 31.31353052
0.09007000 -0.50344590 108.10678061 -5.03445896 -28.26093686 93.42854729 31.14284910
0.09008000 -0.50497875 107.60256768 -5.04978753 -28.40481782 92.91517519 30.97172506
0.09009000 -0.50650443 107.09682549 -5.06504433 -28.54829508 92.40048256 30.80016085
0.09010000 -0.50802292 106.58956122 -5.08022915 -28.69136661 91.88447672 30.62815891
0.09011000 -0.50953418 106.08078207 -5.09534177 -28.83403037 91.36716500 30.45572167
0.09012000 -0.51103820 105.57049528 -5.11038197 -28.97628434 90.84855474 30.28285158
0.09013000 -0.51253495 105.05870809 -5.12534954 -29.11812649 90.32865333 30.10955111
0.09014000 -0.51402443 104.54542780 -5.14024427 -29.25955480 89.80746815 29.93582272
0.09015000 -0.51550659 104.03066168 -5.15506595 -29.40056727 89.28500660 29.76166887
0.09016000 -0.51698144 103.51441705 -5.16981436 -29.54116190 88.76127612 29.58709204
0.09017000 -0.51844893 102.99670125 -5.18448929 -29.68133668 88.23628414 29.41209471
0.09018000 -0.51990905 102.47752165 -5.19909054 -29.82108962 87.71003813 29.23667938
0.09019000 -0.52136179 101.95688561 -5.21361791 -29.96041873 87.18254556 29.06084852
0.09020000 -0.52280712 101.43480054 -5.22807117 -30.09932205 86.65381394 28.88460465
0.09021000 -0.52424501 100.91127385 -5.24245013 -30.23779758 86.12385078 28.70795026
0.09022000 -0.52567546 100.38631299 -5.25675459 -30.37584337 85.59266361 28.53088787
0.09023000 -0.52709843 99.85992542 -5.27098433 -30.51345746 85.06025997 28.35341999
0.09024000 -0.52851392 99.33211862 -5.28513917 -30.65063788 84.52664744 28.17554915
0.09025000 -0.52992189 98.80290009 -5.29921888 -30.78738268 83.99183360 27.99727787
0.09026000 -0.53132233 98.27227736 -5.31322329 -30.92368993 83.45582605 27.81860868
0.09027000 -0.53271522 97.74025795 -5.32715218 -31.05955768 82.91863241 27.63954414
0.09028000 -0.53410054 97.20684944 -5.34100537 -31.19498401 82.38026031 27.46008677
0.09029000 -0.53547826 96.67205941 -5.35478264 -31.32996699 81.84071740 27.28023913
0.09030000 -0.53684838 96.13589545 -5.36848381 -31.46450470 81.30001136 27.10000379
0.09031000 -0.53821087 95.59836519 -5.38210869 -31.59859523 80.75814986 26.91938329
0.09032000 -0.53956571 95.05947627 -5.39565707 -31.73223668 80.21514061 26.73838020
0.09033000 -0.54091288 94.51923633 -5.40912877 -31.86542714 79.67099133 26.55699711
0.09034000 -0.54225236 93.97765307 -5.42252359 -31.99816472 79.12570974 26.37523658
0.09035000 -0.54358413 93.43473419 -5.43584134 -32.13044753 78.57930361 26.19310120
0.09036000 -0.54490818 92.89048738 -5.44908184 -32.26227370 78.03178068 26.01059356
0.09037000 -0.54622449 92.34492040 -5.46224490 -32.39364136 77.48314876 25.82771625
0.09038000 -0.54753303 91.79804099 -5.47533033 -32.52454863 76.93341562 25.64447187
0.09039000 -0.54883379 91.24985693 -5.48833794 -32.65499365 76.38258910 25.46086303
0.09040000 -0.55012675 90.70037600 -5.50126755 -32.78497457 75.83067700 25.27689233
0.09041000 -0.55141190 90.14960602 -5.51411897 -32.91448955 75.27768719 25.09256240
0.09042000 -0.55268920 89.59755482 -5.52689202 -33.04353673 74.72362751 24.90787584
0.09043000 -0.55395865 89.04423024 -5.53958653 -33.17211430 74.16850584 24.72283528
0.09044000 -0.55522023 88.48964014 -5.55220231 -33.30022042 73.61233008 24.53744336
0.09045000 -0.55647392 87.93379241 -5.56473917 -33.42785326 73.05510812 24.35170271
0.09046000 -0.55771970 87.37669494 -5.57719695 -33.55501103 72.49684789 24.16561596
0.09047000 -0.55895755 86.81835566 -5.58957547 -33.68169190 71.93755731 23.97918577
0.09048000 -0.56018745 86.25878250 -5.60187454 -33.80789408 71.37724435 23.79241478
0.09049000 -0.56140940 85.69798340 -5.61409400 -33.93361577 70.81591695 23.60530565
0.09050000 -0.56262337 85.13596635 -5.62623368 -34.05885520 70.25358311 23.41786104
0.09051000 -0.56382934 84.57273933 -5.63829339 -34.18361057 69.69025080 23.23008360
0.09052000 -0.56502730 84.00831035 -5.65027296 -34.30788012 69.12592805 23.04197602
0.09053000 -0.56621722 83.44268742 -5.66217224 -34.43166207 68.56062286 22.85354095
0.09054000 -0.56739910 82.87587858 -5.67399104 -34.55495468 67.99434327 22.66478109
0.09055000 -0.56857292 82.30789190 -5.68572920 -34.67775618 67.42709733 22.47569911
0.09056000 -0.56973866 81.73873544 -5.69738656 -34.80006484 66.85889311 22.28629770
0.09057000 -0.57089629 81.16841728 -5.70896294 -34.92187891 66.28973867 22.09657956
0.09058000 -0.57204582 80.59694555 -5.72045819 -35.04319666 65.71964210 21.90654737
0.09059000 -0.57318721 80.02432836 -5.73187214 -35.16401637 65.14861152 21.71620384
0.09060000 -0.57432046 79.45057384 -5.74320462 -35.28433633 64.57665503 21.52555168
0.09061000 -0.57544555 78.87569015 -5.75445548 -35.40415481 64.00378076 21.33459359
0.09062000 -0.57656246 78.29968547 -5.76562456 -35.52347012 63.42999686 21.14333229
0.09063000 -0.57767117 77.72256797 -5.77671169 -35.64228057 62.85531147 20.95177049
0.09064000 -0.57877167 77.14434587 -5.78771673 -35.76058446 62.27973278 20.75991093
0.09065000 -0.57986395 76.56502737 -5.79863950 -35.87838011 61.70326895 20.56775632
0.09066000 -0.58094799 75.98462071 -5.80947987 -35.99566586 61.12592818 20.37530939
0.09067000 -0.58202377 75.40313415 -5.82023767 -36.11244002 60.54771867 20.18257289
0.09068000 -0.58309128 74.82057594 -5.83091275 -36.22870095 59.96864865 19.98954955
0.09069000 -0.58415050 74.23695436 -5.84150497 -36.34444698 59.38872634 19.79624211
0.09070000 -0.58520142 73.65227771 -5.85201416 -36.45967648 58.80795999 19.60265333
0.09071000 -0.58624402 73.06655430 -5.86244018 -36.57438781 58.22635784 19.40878595
0.09072000 -0.58727829 72.47979245 -5.87278288 -36.68857934 57.64392817 19.21464272
0.09073000 -0.58830421 71.89200051 -5.88304212 -36.80224944 57.06067925 19.02022642
0.09074000 -0.58932177 71.30318682 -5.89321775 -36.91539650 56.47661938 18.82553979
0.09075000 -0.59033096 70.71335975 -5.90330962 -37.02801890 55.89175684 18.63058561
0.09076000 -0.59133176 70.12252769 -5.91331759 -37.14011506 55.30609996 18.43536665
0.09077000 -0.59232415 69.53069903 -5.92324152 -37.25168338 54.71965706 18.23988569
0.09078000 -0.59330813 68.93788219 -5.93308127 -37.36272226 54.13243647 18.04414549
0.09079000 -0.59428367 68.34408559 -5.94283670 -37.47323014 53.54444654 17.84814885
0.09080000 -0.59525077 67.74931767 -5.95250766 -37.58320545 52.95569562 17.65189854
0.09081000 -0.59620940 67.15358688 -5.96209403 -37.69264661 52.36619208 17.45539736
0.09082000 -0.59715957 66.55690169 -5.97159566 -37.80155207 51.77594431 17.25864810
0.09083000 -0.59810124 65.95927057 -5.98101242 -37.90992029 51.18496068 17.06165356
0.09084000 -0.59903442 65.36070203 -5.99034418 -38.01774973 50.59324961 16.86441654
0.09085000 -0.59995908 64.76120457 -5.99959081 -38.12503885 50.00081949 16.66693983
0.09086000 -0.60087522 64.16078672 -6.00875216 -38.23178613 49.40767875 16.46922625
0.09087000 -0.60178281 63.55945699 -6.01782812 -38.33799006 48.81383582 16.27127861
0.09088000 -0.60268186 62.95722394 -6.02681855 -38.44364911 48.21929913 16.07309971
0.09089000 -0.60357233 62.35409613 -6.03572333 -38.54876179 47.62407714 15.87469238
0.09090000 -0.60445423 61.75008214 -6.04454233 -38.65332662 47.02817831 15.67605944
0.09091000 -0.60532754 61.14519053 -6.05327542 -38.75734209 46.43161110 15.47720370
0.09092000 -0.60619225 60.53942992 -6.06192248 -38.86080673 45.83438400 15.27812800
0.09093000 -0.60704834 59.93280891 -6.07048338 -38.96371908 45.23650549 15.07883516
0.09094000 -0.60789580 59.32533612 -6.07895801 -39.06607767 44.63798406 14.87932802
0.09095000 -0.60873462 58.71702019 -6.08734625 -39.16788104 44.03882824 14.67960941
0.09096000 -0.60956480 58.10786975 -6.09564797 -39.26912774 43.43904652 14.47968217
0.09097000 -0.61038631 57.49789348 -6.10386306 -39.36981635 42.83864744 14.27954915
0.09098000 -0.61119914 56.88710003 -6.11199140 -39.46994543 42.23763953 14.07921318
0.09099000 -0.61200329 56.27549809 -6.12003287 -39.56951354 41.63603133 13.87867711
0.09100000 -0.61279874 55.66309636 -6.12798737 -39.66851929 41.03383138 13.67794379
0.09101000 -0.61358548 55.04990352 -6.13585477 -39.76696127 40.43104826 13.47701609
0.09102000 -0.61436350 54.43592831 -6.14363497 -39.86483806 39.82769052 13.27589684
0.09103000 -0.61513279 53.82117944 -6.15132785 -39.96214829 39.22376674 13.07458891
0.09104000 -0.61589333 53.20566565 -6.15893331 -40.05889056 38.61928550 12.87309517
0.09105000 -0.61664512 52.58939570 -6.16645124 -40.15506352 38.01425540 12.67141847
0.09106000 -0.61738815 51.97237833 -6.17388153 -40.25066577 37.40868503 12.46956168
0.09107000 -0.61812241 51.35462232 -6.18122407 -40.34569598 36.80258301 12.26752767
0.09108000 -0.61884788 50.73613644 -6.18847877 -40.44015279 36.19595793 12.06531931
0.09109000 -0.61956455 50.11692949 -6.19564551 -40.53403485 35.58881843 11.86293948
0.09110000 -0.62027242 49.49701027 -6.20272420 -40.62734084 34.98117314 11.66039105
0.09111000 -0.62097147 48.87638759 -6.20971474 -40.72006941 34.37303068 11.45767689
0.09112000 -0.62166170 48.25507027 -6.21661702 -40.81221927 33.76439971 11.25479990
0.09113000 -0.62234309 47.63306713 -6.22343095 -40.90378910 33.15528887 11.05176296
0.09114000 -0.62301564 47.01038703 -6.23015643 -40.99477759 32.54570682 10.84856894
0.09115000 -0.62367934 46.38703880 -6.23679337 -41.08518345 31.93566223 10.64522074
0.09116000 -0.62433417 45.76303131 -6.24334166 -41.17500541 31.32516376 10.44172125
0.09117000 -0.62498012 45.13837342 -6.24980123 -41.26424217 30.71422009 10.23807336
0.09118000 -0.62561720 44.51307402 -6.25617197 -41.35289248 30.10283990 10.03427997
0.09119000 -0.62624538 43.88714199 -6.26245380 -41.44095508 29.49103188 9.83034396
0.09120000 -0.62686466 43.26058623 -6.26864663 -41.52842870 28.87880473 9.62626824
0.09121000 -0.62747504 42.63341564 -6.27475036 -41.61531212 28.26616715 9.42205572
0.09122000 -0.62807649 42.00563913 -6.28076492 -41.70160409 27.65312784 9.21770928
0.09123000 -0.62866902 41.37726563 -6.28669021 -41.78730338 27.03969553 9.01323184
0.09124000 -0.62925262 40.74830407 -6.29252615 -41.87240879 26.42587891 8.80862630
0.09125000 -0.62982727 40.11876338 -6.29827267 -41.95691910 25.81168673 8.60389558
0.09126000 -0.63039297 39.48865252 -6.30392967 -42.04083310 25.19712771 8.39904257
0.09127000 -0.63094971 38.85798043 -6.30949708 -42.12414962 24.58221058 8.19407019
0.09128000 -0.63149748 38.22675609 -6.31497481 -42.20686745 23.96694408 7.98898136
0.09129000 -0.63203628 37.59498846 -6.32036280 -42.28898544 23.35133696 7.78377899
0.09130000 -0.63256610 36.96268653 -6.32566096 -42.37050240 22.73539796 7.57846599
0.09131000 -0.63308692 36.32985927 -6.33086922 -42.45141718 22.11913585 7.37304528
0.09132000 -0.63359875 35.69651568 -6.33598750 -42.53172864 21.50255937 7.16751979
0.09133000 -0.63410157 35.06266477 -6.34101574 -42.61143563 20.88567729 6.96189243
0.09134000 -0.63459539 34.42831554 -6.34595385 -42.69053701 20.26849838 6.75616613
0.09135000 -0.63508018 33.79347701 -6.35080178 -42.76903166 19.65103142 6.55034381
0.09136000 -0.63555594 33.15815819 -6.35555944 -42.84691848 19.03328516 6.34442839
0.09137000 -0.63602268 32.52236813 -6.36022678 -42.92419634 18.41526840 6.13842280
0.09138000 -0.63648037 31.88611585 -6.36480373 -43.00086416 17.79698992 5.93232997
0.09139000 -0.63692902 31.24941040 -6.36929022 -43.07692084 17.17845851 5.72615284
0.09140000 -0.63736862 30.61226082 -6.37368618 -43.15236530 16.55968295 5.51989432
0.09141000 -0.63779916 29.97467618 -6.37799157 -43.22719646 15.94067204 5.31355735
0.09142000 -0.63822063 29.33666553 -6.38220630 -43.30141328 15.32143458 5.10714486
0.09143000 -0.63863303 28.69823794 -6.38633034 -43.37501469 14.70197937 4.90065979
0.09144000 -0.63903636 28.05940249 -6.39036360 -43.44799964 14.08231521 4.69410507
0.09145000 -0.63943061 27.42016825 -6.39430605 -43.52036710 13.46245091 4.48748364
0.09146000 -0.63981576 26.78054431 -6.39815762 -43.59211603 12.84239528 4.28079843
0.09147000 -0.64019183 26.14053976 -6.40191826 -43.66324543 12.22215713 4.07405238
0.09148000 -0.64055879 25.50016369 -6.40558791 -43.73375428 11.60174527 3.86724842
0.09149000 -0.64091665 24.85942521 -6.40916652 -43.80364157 10.98116853 3.66038951
0.09150000 -0.64126541 24.21833342 -6.41265405 -43.87290632 10.36043572 3.45347857
0.09151000 -0.64160504 23.57689744 -6.41605044 -43.94154753 9.73955567 3.24651856
0.09152000 -0.64193556 22.93512637 -6.41935564 -44.00956424 9.11853720 3.03951240
0.09153000 -0.64225696 22.29302935 -6.42256961 -44.07695548 8.49738913 2.83246304
0.09154000 -0.64256923 21.65061549 -6.42569230 -44.14372028 7.87612029 2.62537343
0.09155000 -0.64287237 21.00789394 -6.42872367 -44.20985771 7.25473952 2.41824651
0.09156000 -0.64316637 20.36487381 -6.43166367 -44.27536681 6.63325564 2.21108521
0.09157000 -0.64345123 19.72156425 -6.43451226 -44.34024666 6.01167749 2.00389250
0.09158000 -0.64372694 19.07797440 -6.43726940 -44.40449634 5.39001390 1.79667130
0.09159000 -0.64399351 18.43411342 -6.43993506 -44.46811494 4.76827371 1.58942457
0.09160000 -0.64425092 17.78999044 -6.44250919 -44.53110154 4.14646575 1.38215525
0.09161000 -0.64449918 17.14561463 -6.44499175 -44.59345526 3.52459886 1.17486629
0.09162000 -0.64473827 16.50099515 -6.44738272 -44.65517521 2.90268187 0.96756062
0.09163000 -0.64496821 15.85614114 -6.44968206 -44.71626050 2.28072363 0.76024121
0.09164000 -0.64518897 15.21106179 -6.45188973 -44.77671028 1.65873298 0.55291099
0.09165000 -0.64540057 14.56576625 -6.45400571 -44.83652369 1.03671875 0.34557292
0.09166000 -0.64560300 13.92026371 -6.45602997 -44.89569987 0.41468979 0.13822993
0.09167000 -0.64579625 13.27456332 -6.45796246 -44.95423798 -0.20734506 -0.06911502
0.09168000 -0.64598032 12.62867427 -6.45980318 -45.01213719 -0.82937697 -0.27645899
0.09169000 -0.64615521 11.98260574 -6.46155209 -45.06939668 -1.45139709 -0.48379903
0.09170000 -0.64632092 11.33636692 -6.46320916 -45.12601563 -2.07339658 -0.69113219
0.09171000 -0.64647744 10.68996697 -6.46477438 -45.18199324 -2.69536661 -0.89845554
0.09172000 -0.64662477 10.04341510 -6.46624772 -45.23732872 -3.31729832 -1.10576611
0.09173000 -0.64676292 9.39672049 -6.46762916 -45.29202128 -3.93918290 -1.31306097
0.09174000 -0.64689187 8.74989233 -6.46891868 -45.34607013 -4.56101148 -1.52033716
0.09175000 -0.64701163 8.10293982 -6.47011626 -45.39947452 -5.18277525 -1.72759175
0.09176000 -0.64712219 7.45587215 -6.47122189 -45.45223368 -5.80446535 -1.93482178
0.09177000 -0.64722356 6.80869851 -6.47223555 -45.50434686 -6.42607297 -2.14202432
0.09178000 -0.64731572 6.16142810 -6.47315722 -45.55581332 -7.04758925 -2.34919642
0.09179000 -0.64739869 5.51407013 -6.47398690 -45.60663234 -7.66900537 -2.55633512
0.09180000 -0.64747246 4.86663379 -6.47472456 -45.65680318 -8.29031250 -2.76343750
0.09181000 -0.64753702 4.21912828 -6.47537021 -45.70632514 -8.91150180 -2.97050060
0.09182000 -0.64759238 3.57156282 -6.47592383 -45.75519752 -9.53256446 -3.17752149
0.09183000 -0.64763854 2.92394659 -6.47638541 -45.80341961 -10.15349163 -3.38449721
0.09184000 -0.64767549 2.27628880 -6.47675494 -45.85099073 -10.77427450 -3.59142483
0.09185000 -0.64770324 1.62859867 -6.47703243 -45.89791021 -11.39490424 -3.79830141
0.09186000 -0.64772179 0.98088539 -6.47721786 -45.94417737 -12.01537204 -4.00512401
0.09187000 -0.64773112 0.33315816 -6.47731124 -45.98979157 -12.63566907 -4.21188969
0.09188000 -0.64773126 -0.31457379 -6.47731256 -46.03475215 -13.25578652 -4.41859551
0.09189000 -0.64772218 -0.96230128 -6.47722182 -46.07905848 -13.87571558 -4.62523853
0.09190000 -0.64770390 -1.61001509 -6.47703903 -46.12270992 -14.49544743 -4.83181581
0.09191000 -0.64767642 -2.25770602 -6.47676418 -46.16570586 -15.11497327 -5.03832442
0.09192000 -0.64763973 -2.90536486 -6.47639729 -46.20804567 -15.73428429 -5.24476143
0.09193000 -0.64759384 -3.55298241 -6.47593835 -46.24972877 -16.35337170 -5.45112390
0.09194000 -0.64753874 -4.20054946 -6.47538738 -46.29075456 -16.97222668 -5.65740889
0.09195000 -0.64747444 -4.84805681 -6.47474437 -46.33112246 -17.59084046 -5.86361349
0.09196000 -0.64740093 -5.49549527 -6.47400935 -46.37083188 -18.20920422 -6.06973474
0.09197000 -0.64731823 -6.14285562 -6.47318231 -46.40988228 -18.82730920 -6.27576973
0.09198000 -0.64722633 -6.79012866 -6.47226328 -46.44827308 -19.44514660 -6.48171553
0.09199000 -0.64712523 -7.43730521 -6.47125226 -46.48600376 -20.06270763 -6.68756921
0.09200000 -0.64701493 -8.08437605 -6.47014927 -46.52307376 -20.67998354 -6.89332785
0.09201000 -0.64689543 -8.73133199 -6.46895432 -46.55948257 -21.29696553 -7.09898851
0.09202000 -0.64676674 -9.37816385 -6.46766744 -46.59522967 -21.91364485 -7.30454828
0.09203000 -0.64662886 -10.02486242 -6.46628864 -46.63031454 -22.53001273 -7.51000424
0.09204000 -0.64648179 -10.67141851 -6.46481793 -46.66473670 -23.14606040 -7.71535347
0.09205000 -0.64632554 -11.31782294 -6.46325535 -46.69849564 -23.76177912 -7.92059304
0.09206000 -0.64616009 -11.96406652 -6.46160091 -46.73159090 -24.37716013 -8.12572004
0.09207000 -0.64598546 -12.61014006 -6.45985464 -46.76402200 -24.99219469 -8.33073156
0.09208000 -0.64580166 -13.25603439 -6.45801655 -46.79578848 -25.60687405 -8.53562468
0.09209000 -0.64560867 -13.90174031 -6.45608669 -46.82688988 -26.22118949 -8.74039650
0.09210000 -0.64540651 -14.54724867 -6.45406507 -46.85732577 -26.83513226 -8.94504409
0.09211000 -0.64519517 -15.19255027 -6.45195172 -46.88709572 -27.44869364 -9.14956455
0.09212000 -0.64497467 -15.83763595 -6.44974668 -46.91619929 -28.06186492 -9.35395497
0.09213000 -0.64474500 -16.48249655 -6.44744997 -46.94463609 -28.67463738 -9.55821246
0.09214000 -0.64450616 -17.12712289 -6.44506163 -46.97240569 -29.28700230 -9.76233410
0.09215000 -0.64425817 -17.77150582 -6.44258169 -46.99950772 -29.89895100 -9.96631700
0.09216000 -0.64400102 -18.41563618 -6.44001019 -47.02594177 -30.51047476 -10.17015825
0.09217000 -0.64373472 -19.05950481 -6.43734716 -47.05170749 -31.12156490 -10.37385497
0.09218000 -0.64345926 -19.70310256 -6.43459264 -47.07680449 -31.73221274 -10.57740425
0.09219000 -0.64317467 -20.34642029 -6.43174667 -47.10123243 -32.34240959 -10.78080320
